2					0
3					0
5					1
6					0
9					1
11					1
12					1
13					1
14					1
15					2
16					1
18					1
19					0
20					0
21					2
22					1
23					1
25					1
26					1
27					1
29					1
30					1
31					1
32					0
33					0
34					0
36					1
37					1
38					1
39					1
40					2
42					2
43					2
44					0
45					0
46					1
48					2
49					0
50					1
51					1
52					0
54					1
55					1
58					1
59					1
65					1
67					1
69					0
71					1
72					1
75					1
78					0
79					0
82					1
83					0
85					1
86					1
89					1
91					2
93					1
95					0
96					2
98					1
101					2
107					0
108					0
109					0
112					1
114					1
120					1
122					2
123					1
126					0
127					0
128					1
129					0
132					1
134					2
138					1
142					2
143					1
144					1
145					2
148					1
149					1
151					1
152					1
153					1
154					1
155					0
158					1
162					1
167					0
170					2
171					1
173					1
176					0
177					1
181					2
185					2
191					1
196					1
197					0
200					2
201					2
203					0
204					1
210					1
214					2
215					0
216					0
217					1
221					0
226					1
230					1
231					1
232					1
233					0
235					0
236					1
238					0
239					1
240					0
241					0
243					0
245					1
247					0
248					0
249					0
250					1
251					2
256					2
259					1
260					1
261					1
264					1
265					1
266					1
268					1
271					2
273					1
276					1
281					0
284					0
285					1
287					0
288					1
291					1
294					1
298					1
