1					1
2					1
3					1
4					1
5					1
6					1
7					1
8					1
9					0
10					1
11					1
12					0
13					1
14					0
15					1
16					0
17					1
18					0
19					0
20					1
21					0
22					1
23					2
24					0
25					1
26					2
27					0
28					0
29					1
30					1
31					1
32					0
33					1
34					2
35					2
36					1
37					1
38					1
39					0
40					1
41					2
42					1
43					0
44					0
45					1
46					0
47					0
48					1
49					0
50					1
51					0
52					1
53					1
54					1
55					1
56					0
57					1
58					0
59					2
60					1
61					1
62					2
63					1
64					0
65					1
66					2
67					0
68					1
69					1
70					1
71					1
72					1
73					2
74					2
75					0
76					1
77					0
78					1
79					1
80					1
81					1
82					1
83					2
84					0
85					0
86					1
87					1
88					0
89					1
90					1
91					1
92					1
93					0
94					0
95					2
96					1
97					1
98					2
99					1
100					1
101					1
102					2
103					1
104					1
105					1
106					1
107					1
108					1
109					1
110					1
111					0
112					1
113					1
114					1
115					1
116					1
117					1
118					0
119					0
120					0
121					1
122					1
123					0
124					1
125					1
126					1
127					2
128					1
129					1
130					1
131					1
132					1
133					1
134					1
135					1
136					1
137					1
138					2
139					1
140					2
141					1
142					2
143					1
144					1
145					0
146					1
147					0
148					0
149					1
150					2
151					1
152					2
153					1
154					2
155					1
156					1
157					1
158					1
159					1
160					1
161					1
162					0
163					1
164					0
165					1
166					1
167					1
168					1
169					0
170					1
171					1
172					0
173					1
174					2
175					1
176					1
177					0
178					0
179					1
180					1
181					0
182					1
183					2
184					1
185					1
186					1
187					1
188					1
189					2
190					0
191					1
192					1
193					1
194					0
195					1
196					0
197					1
198					1
199					0
200					1
201					1
202					1
203					1
204					0
205					0
206					1
207					1
208					1
209					0
210					1
211					0
212					1
213					1
214					1
215					1
216					1
218					1
219					1
220					0
221					0
222					0
223					1
224					0
225					1
226					1
227					1
228					1
229					1
230					1
231					1
233					0
234					0
235					1
236					0
237					0
238					0
239					1
240					1
241					1
242					0
243					2
244					0
245					0
246					0
247					1
248					1
249					1
250					0
251					0
252					0
253					0
254					0
255					1
256					0
257					0
258					0
259					0
260					0
261					1
262					1
263					1
264					1
265					1
266					0
267					0
268					1
269					1
270					0
271					0
272					1
273					1
274					1
275					1
276					0
277					1
278					1
279					0
280					1
281					0
282					1
283					0
284					0
286					0
288					1
289					1
290					1
291					1
292					1
293					0
294					1
295					0
296					1
297					0
298					1
299					1
300					1
301					2
302					1
303					1
304					1
305					1
306					1
307					1
308					0
309					1
310					0
311					0
312					1
313					1
314					0
315					1
316					0
317					1
318					1
319					1
320					0
322					0
323					1
324					1
325					1
326					1
327					2
328					0
329					0
330					1
331					1
332					1
333					0
334					1
335					0
336					0
337					0
338					1
339					1
341					1
342					1
343					1
344					1
345					1
347					1
348					1
349					1
350					0
351					0
352					0
353					0
354					1
355					1
356					1
357					0
358					1
359					0
360					0
361					0
362					0
363					1
364					1
366					1
367					1
368					0
369					1
370					1
371					0
372					0
373					1
374					1
375					0
376					0
378					1
379					1
380					1
381					0
383					0
384					1
385					0
386					1
387					1
388					1
389					1
390					0
391					1
392					0
393					1
394					1
396					0
397					1
398					0
399					1
400					0
401					1
402					1
403					0
404					0
406					0
409					1
410					0
412					1
413					2
414					1
415					1
416					1
417					0
418					2
419					0
421					1
422					0
423					1
426					0
429					1
430					1
431					1
432					0
434					0
435					0
437					2
438					0
439					0
440					0
441					1
442					0
445					1
446					2
447					0
448					0
450					1
451					1
452					1
453					0
454					1
455					0
456					1
457					0
458					1
459					0
460					0
461					1
462					1
464					1
465					0
466					1
467					0
468					1
469					0
470					1
471					1
472					1
473					1
474					1
475					2
477					1
478					2
479					1
480					0
481					1
482					1
483					1
485					1
486					1
487					0
488					1
489					0
490					2
492					1
493					1
494					1
