1					1
2					1
3					1
4					1
5					1
6					0
7					0
8					1
9					0
10					1
11					1
12					0
13					1
14					0
15					0
16					0
17					1
18					0
19					1
20					1
21					1
22					0
23					1
24					0
25					1
26					0
27					0
28					1
29					0
30					0
31					0
32					1
33					1
34					0
35					1
36					0
37					1
38					1
39					1
40					1
41					1
42					1
43					1
44					1
45					1
46					1
47					0
48					0
49					0
50					0
51					0
52					1
53					1
54					1
55					1
56					1
57					1
58					0
59					0
60					0
61					1
62					0
63					1
64					0
65					0
66					1
67					1
68					0
69					1
70					0
71					1
72					1
73					0
74					1
75					0
76					1
77					1
78					1
79					0
80					2
81					1
82					0
83					1
84					0
85					0
86					0
87					1
88					0
89					0
90					0
91					0
92					1
93					0
94					0
95					1
96					1
97					0
98					1
99					1
100					0
101					0
102					0
103					0
104					1
105					1
106					0
107					1
108					1
109					0
110					1
111					0
112					0
113					0
114					1
115					1
116					0
117					1
118					0
119					0
120					1
121					0
122					1
123					0
124					0
125					1
126					0
127					0
128					1
129					0
130					0
131					0
132					0
133					0
134					1
135					0
136					0
137					1
138					0
139					0
140					0
141					0
142					0
143					0
144					1
145					0
146					1
147					1
148					0
149					0
150					0
151					1
152					1
153					1
154					0
155					1
156					1
157					0
158					1
159					1
160					1
161					0
162					1
163					1
164					1
165					0
166					1
167					0
168					1
169					0
170					1
171					1
172					0
173					1
174					0
175					0
176					1
177					0
178					0
179					1
180					0
181					1
182					1
183					0
184					1
185					0
186					1
187					1
188					1
189					0
190					0
191					1
192					1
193					1
194					0
195					1
196					0
197					0
198					1
199					1
200					1
201					1
202					0
203					0
204					1
205					1
206					1
207					1
208					0
209					0
210					0
211					1
212					0
213					1
214					0
215					1
216					1
218					1
219					1
220					1
221					1
222					0
223					1
224					0
225					1
226					1
227					1
228					1
229					1
230					0
231					1
233					1
234					0
235					1
236					0
237					1
238					0
239					1
240					1
241					1
242					1
243					1
244					1
245					0
246					1
247					1
248					1
249					1
250					1
251					1
252					1
253					1
254					1
255					0
256					1
257					1
258					1
259					0
260					1
261					1
262					1
263					1
264					1
265					0
266					1
267					0
268					1
269					1
270					1
271					0
272					1
273					1
274					1
275					1
276					1
277					1
278					1
279					0
280					1
281					0
282					1
283					0
284					1
286					1
288					1
289					1
290					0
291					1
292					1
293					1
294					1
295					0
296					1
297					0
298					1
299					1
300					1
301					1
302					1
303					0
304					1
305					1
306					1
307					2
308					2
309					2
310					1
311					1
312					1
313					1
314					1
315					1
316					0
317					1
318					1
319					1
320					1
322					0
323					1
324					1
325					1
326					1
327					1
328					0
329					1
330					0
331					0
332					1
333					1
334					2
335					1
336					1
337					1
338					1
339					1
341					1
342					1
343					0
344					1
345					1
347					1
348					0
349					0
350					1
351					1
352					0
353					0
354					0
355					1
356					1
357					0
358					0
359					0
360					0
361					1
362					0
363					1
364					1
366					1
367					1
368					0
369					1
370					1
371					1
372					0
373					0
374					2
375					0
376					2
378					1
379					1
380					1
381					0
383					0
384					0
385					1
386					0
387					0
388					1
389					0
390					0
391					1
392					0
393					1
394					0
396					0
397					0
398					0
399					0
400					0
401					0
402					0
403					1
404					1
406					0
409					2
410					0
412					1
413					2
414					1
415					0
416					1
417					1
418					1
419					0
421					1
422					2
423					1
426					0
429					1
430					1
431					1
432					1
434					1
435					1
437					0
438					0
439					0
440					1
441					1
442					0
445					0
446					1
447					1
448					0
450					1
451					1
452					1
453					0
454					0
455					0
456					2
457					0
458					0
459					0
460					2
461					2
462					1
464					1
465					0
466					0
467					0
468					0
469					0
470					0
471					1
472					1
473					0
474					1
475					1
477					0
478					0
479					1
480					1
481					1
482					1
483					1
485					1
486					0
487					1
488					1
489					1
490					1
492					1
493					1
494					1
