2					0
3					0
5					0
6					0
9					1
11					1
12					1
13					0
14					0
15					2
16					0
18					1
19					0
20					2
21					0
22					0
23					0
25					1
26					0
27					0
29					1
30					1
31					2
32					0
33					2
34					0
36					0
37					0
38					0
39					1
40					2
42					2
43					2
44					0
45					0
46					2
48					2
49					0
50					1
51					1
52					0
54					0
55					1
58					1
59					1
65					0
67					1
69					0
71					1
72					1
75					1
78					0
79					0
82					2
83					0
85					1
86					1
89					2
91					0
93					1
95					1
96					2
98					1
101					2
107					0
108					0
109					1
112					1
114					1
120					1
122					2
123					1
126					1
127					0
128					1
129					0
132					1
134					2
138					1
142					2
143					0
144					1
145					2
148					1
149					1
151					2
152					2
153					2
154					1
155					0
158					0
162					0
167					0
170					2
171					1
173					2
176					2
177					2
181					2
185					2
191					0
196					1
197					1
200					2
201					2
203					1
204					2
210					1
214					2
215					0
216					0
217					1
221					0
226					1
230					1
231					0
232					2
233					1
235					1
236					1
238					0
239					1
240					1
241					1
243					0
245					2
247					0
248					0
249					0
250					1
251					2
256					2
259					1
260					2
261					2
264					1
265					0
266					2
268					1
271					2
273					1
276					1
281					0
284					0
285					0
287					0
288					1
291					0
294					1
298					1
